ts_real,ts_esp32,soil_raw,temp,hum,estado,momento
2026-07-19T06:10:26.610590,6382800,2012,14.12,39.53,seco,dia
2026-07-21T02:08:30.074134,7305600,1603,13.59,41.49,humedo,noche
2026-07-21T18:03:00.615475,16385600,1444,18.42,23.49,humedo,noche
2026-07-19T14:15:23.829268,4482800,924,16.02,23.64,mojado,tarde
2026-07-19T12:36:24.735016,13982800,1561,14.78,22.61,seco,tarde
2026-07-20T13:22:47.858628,2809200,899,15.22,23.94,mojado,tarde
2026-07-19T08:09:40.894295,15162800,2860,25.08,26.25,seco,dia
2026-07-18T06:23:26.466821,15426400,2729,23.66,26.1,seco,dia
2026-07-19T11:17:17.137589,6192800,1474,23.33,25.81,humedo,dia
2026-07-20T23:56:42.382851,10819200,1991,14.06,37.87,seco,noche
2026-07-18T16:07:36.137966,1796400,1415,17.13,23.55,humedo,tarde
2026-07-21T01:50:55.893130,13195600,1983,13.93,40.25,seco,noche
2026-07-18T12:40:57.395606,15566400,2345,20.32,25.95,seco,tarde
2026-07-21T15:46:00.503910,375600,1358,16.87,23.5,humedo,tarde
2026-07-20T10:37:50.104443,9129200,1824,26.9,23.35,humedo,dia
2026-07-18T09:05:25.426889,3496400,2877,25.2,25.94,seco,dia
2026-07-20T02:53:53.831828,9729200,975,13.53,41.84,mojado,noche
2026-07-21T17:13:29.421953,3135600,1423,17.8,23.8,humedo,tarde
2026-07-21T16:09:41.772133,5735600,1865,17.06,22.2,seco,tarde
2026-07-20T22:06:42.592562,7899200,992,13.68,41.91,mojado,noche
2026-07-19T21:12:15.553910,15462800,979,13.43,41.99,mojado,noche
2026-07-21T09:46:33.397010,7115600,1775,25.69,22.75,humedo,dia
2026-07-20T12:48:29.721478,16219200,1627,14.88,22.63,seco,tarde
2026-07-21T15:53:12.865081,15175600,1868,17.09,22.87,seco,tarde
2026-07-19T01:16:54.655724,6712800,1986,14.0,38.42,seco,noche
2026-07-20T17:03:29.800942,3219200,1904,17.89,22.17,seco,tarde
2026-07-19T08:13:35.914606,16102800,1100,26.12,23.6,mojado,dia
2026-07-19T06:30:49.442285,5792800,1506,26.3,23.29,humedo,dia
2026-07-21T08:44:29.580524,1145600,1486,25.21,22.42,humedo,dia
2026-07-19T16:28:26.262253,282800,1384,17.28,23.59,humedo,tarde
2026-07-20T17:10:04.215063,14389200,974,17.85,23.61,mojado,tarde
2026-07-19T11:17:12.474105,9752800,2901,25.41,26.26,seco,dia
2026-07-19T06:37:17.959967,6862800,1245,24.02,22.65,humedo,dia
2026-07-21T12:11:03.628336,5115600,2362,20.43,25.75,seco,tarde
2026-07-19T03:55:25.892397,1452800,1382,13.85,41.3,humedo,noche
2026-07-19T16:11:16.154908,4152800,953,17.28,23.49,mojado,tarde
2026-07-21T16:19:02.690683,14325600,1890,17.64,21.71,seco,tarde
2026-07-19T01:03:01.565564,15602800,984,13.52,41.83,mojado,noche
2026-07-20T20:20:45.212205,8649200,1983,14.06,40.07,seco,noche
2026-07-20T17:25:39.043058,11939200,988,18.17,23.61,mojado,tarde
2026-07-21T08:27:02.081733,13775600,1359,24.1,21.33,humedo,dia
2026-07-19T17:48:10.534411,11862800,1378,18.14,23.69,humedo,tarde
2026-07-19T04:47:22.474431,6552800,1711,13.76,41.27,humedo,noche
2026-07-19T11:19:44.521759,8282800,1121,27.14,26.5,mojado,dia
2026-07-21T19:00:22.795990,4205600,2010,14.23,37.83,seco,noche
2026-07-21T22:52:54.480229,11345600,983,13.47,41.85,mojado,noche
2026-07-18T10:56:17.546667,12676400,2960,25.76,26.08,seco,dia
2026-07-21T09:43:01.066855,5465600,1418,24.5,25.41,humedo,dia
2026-07-18T13:51:04.629330,12556400,1707,15.63,21.82,seco,tarde
2026-07-19T13:58:12.034536,15862800,917,15.6,23.55,mojado,tarde
2026-07-20T08:06:45.523447,10529200,2791,24.33,26.26,seco,dia
2026-07-18T03:50:59.657694,11866400,1985,13.94,39.49,seco,noche
2026-07-18T13:30:48.141513,8716400,1226,14.81,23.36,humedo,tarde
2026-07-21T16:55:20.520157,8665600,1889,17.94,22.33,seco,tarde
2026-07-21T02:20:26.622169,14835600,1997,14.01,38.7,seco,noche
2026-07-21T06:49:24.678312,5935600,2805,24.53,25.74,seco,dia
2026-07-19T07:51:08.432971,14362800,2833,24.72,26.51,seco,dia
2026-07-19T17:22:13.722178,15732800,2007,18.18,23.12,seco,tarde
2026-07-19T14:40:01.698398,10112800,1309,15.94,23.73,humedo,tarde
2026-07-19T21:19:48.057873,16382800,1455,13.8,41.56,humedo,noche
2026-07-19T15:01:04.642540,11772800,1731,16.2,21.94,seco,tarde
2026-07-18T12:51:23.141504,4956400,974,22.11,23.81,mojado,tarde
2026-07-21T15:48:58.899976,10575600,1832,17.04,22.24,seco,tarde
2026-07-18T21:42:38.649416,8766400,994,13.44,41.83,mojado,noche
2026-07-21T11:17:54.556269,3085600,2976,26.01,25.84,seco,dia
2026-07-19T07:28:38.177687,2122800,2797,24.36,26.19,seco,dia
2026-07-20T10:16:57.546029,2969200,1956,29.0,26.27,humedo,dia
2026-07-20T07:38:57.668868,7349200,1739,26.01,22.03,humedo,dia
2026-07-18T09:09:03.451275,4866400,1140,27.54,23.92,mojado,dia
2026-07-18T07:14:44.567223,2796400,1084,25.74,24.97,mojado,dia
2026-07-20T16:12:37.687672,8969200,1347,17.12,23.56,humedo,tarde
2026-07-20T14:09:45.819744,4289200,920,15.88,23.13,mojado,tarde
2026-07-18T17:27:07.284830,15896400,986,18.15,23.62,mojado,tarde
2026-07-21T13:56:20.271576,14625600,1229,15.6,23.88,humedo,tarde
2026-07-19T06:02:27.182054,8952800,1296,13.62,41.33,humedo,dia
2026-07-18T05:51:51.177189,10106400,1603,13.78,41.37,humedo,noche
2026-07-20T09:55:09.128732,13829200,1085,25.83,25.78,mojado,dia
2026-07-21T17:24:15.891565,7185600,1431,18.01,23.55,humedo,tarde
2026-07-20T20:51:48.876854,10709200,1638,13.78,41.39,humedo,noche
2026-07-20T08:12:55.723662,15819200,1514,25.87,24.03,humedo,dia
2026-07-21T11:44:48.104112,15525600,1605,28.37,20.47,humedo,dia
2026-07-20T17:17:11.821967,3139200,983,17.93,24.2,mojado,tarde
2026-07-19T13:59:33.969849,1572800,916,15.8,24.41,mojado,tarde
2026-07-21T01:31:53.866026,5485600,988,13.47,41.91,mojado,noche
2026-07-18T11:22:10.364901,1086400,1982,27.03,26.19,humedo,dia
2026-07-18T10:53:25.862406,12526400,1810,28.16,24.51,humedo,dia
2026-07-19T09:44:32.391031,9112800,2908,25.4,26.19,seco,dia
2026-07-20T22:18:48.028606,8519200,989,13.62,41.85,mojado,noche
2026-07-18T15:46:34.986642,12536400,955,17.07,23.55,mojado,tarde
2026-07-21T22:07:11.096463,1275600,2019,14.2,38.9,seco,noche
2026-07-19T17:04:07.629797,4982800,980,17.74,23.16,mojado,tarde
2026-07-18T21:18:54.833253,10576400,2007,14.15,39.21,seco,noche
2026-07-20T11:53:09.653392,16829200,1112,26.61,25.46,mojado,dia
2026-07-20T17:42:12.730697,9399200,1397,17.98,23.37,humedo,tarde
2026-07-19T17:14:15.293076,172800,989,18.07,23.66,mojado,tarde
2026-07-21T21:57:02.402471,13985600,1380,13.74,41.22,humedo,noche
2026-07-18T23:34:31.599778,7186400,2000,14.12,40.43,seco,noche
2026-07-19T00:15:18.508708,3066400,1999,14.04,39.65,seco,noche
2026-07-20T20:57:46.874952,12979200,977,13.5,41.92,mojado,noche
2026-07-21T10:30:48.273360,2025600,2881,25.05,26.35,seco,dia
2026-07-21T08:17:17.158113,11535600,1435,25.63,27.14,humedo,dia
2026-07-21T08:28:27.389824,12205600,2791,24.42,25.79,seco,dia
2026-07-19T16:36:07.624913,8122800,978,17.63,23.5,mojado,tarde
2026-07-21T09:44:17.020022,3435600,1919,28.15,29.35,humedo,dia
2026-07-18T13:34:12.019864,11586400,916,15.66,22.86,mojado,tarde
2026-07-21T10:27:26.253185,4855600,2900,25.22,25.65,seco,dia
2026-07-18T15:01:42.022372,9916400,1745,16.57,22.4,seco,tarde
2026-07-19T11:45:07.735197,7112800,1101,26.56,24.71,mojado,dia
2026-07-18T21:06:10.877601,9086400,1580,13.64,41.29,humedo,noche
2026-07-20T07:53:15.646327,13769200,2817,24.67,26.12,seco,dia
2026-07-18T10:18:09.513997,14256400,2898,25.24,26.06,seco,dia
2026-07-18T17:43:45.673894,16106400,1955,18.22,22.48,seco,tarde
2026-07-20T16:03:36.047323,16619200,1828,17.12,22.4,seco,tarde
2026-07-19T13:03:25.761638,15412800,1708,15.48,23.0,seco,tarde
2026-07-18T18:37:10.355156,9076400,1983,13.89,38.18,seco,noche
2026-07-19T06:11:08.723446,11002800,1076,25.44,25.54,mojado,dia
2026-07-21T05:11:03.920721,9595600,986,13.44,41.82,mojado,noche
2026-07-19T08:23:34.896056,3682800,1073,25.49,24.92,mojado,dia
2026-07-18T08:31:33.519604,2046400,1116,26.96,25.13,mojado,dia
2026-07-20T16:06:25.855494,6379200,956,17.15,23.29,mojado,tarde
2026-07-19T13:59:54.790916,10072800,1676,15.52,22.21,seco,tarde
2026-07-18T12:41:10.585179,12856400,1614,14.97,21.83,seco,tarde
2026-07-18T20:48:00.799355,8056400,2001,14.08,38.73,seco,noche
2026-07-18T18:18:16.360489,10456400,2058,18.95,22.2,seco,noche
2026-07-18T10:35:12.023673,10816400,1143,27.59,26.69,mojado,dia
2026-07-21T20:31:22.305078,5335600,986,13.62,41.89,mojado,noche
2026-07-19T19:32:36.770874,692800,1990,13.95,39.19,seco,noche
2026-07-18T05:06:48.717335,3436400,1401,13.72,41.46,humedo,noche
2026-07-20T13:49:15.193784,2789200,1239,15.59,23.36,humedo,tarde
2026-07-21T16:31:34.385258,11525600,967,17.51,23.96,mojado,tarde
2026-07-20T09:39:42.207463,13979200,2879,25.17,25.96,seco,dia
2026-07-18T21:56:36.263427,8076400,1432,13.74,41.27,humedo,noche
2026-07-18T05:33:15.443021,13896400,1760,13.6,41.24,humedo,noche
2026-07-18T13:20:31.552077,16136400,1675,15.4,21.85,seco,tarde
2026-07-20T16:47:26.037660,529200,972,17.58,23.53,mojado,tarde
2026-07-18T04:46:37.964200,4986400,1981,13.94,38.93,seco,noche
2026-07-20T11:54:44.444132,11339200,1039,24.29,26.8,mojado,dia
2026-07-20T06:44:41.878279,6679200,1583,24.57,26.67,humedo,dia
2026-07-19T06:11:18.824952,9272800,1980,13.97,39.2,seco,dia
2026-07-21T12:01:42.749584,9265600,2251,19.33,25.98,seco,tarde
2026-07-20T12:08:25.704868,11709200,2339,20.21,26.33,seco,tarde
2026-07-19T03:49:46.583361,12712800,994,13.56,41.87,mojado,noche
2026-07-21T11:34:21.659053,13355600,2928,25.65,26.52,seco,dia
2026-07-19T00:00:44.112023,8116400,1990,14.05,38.96,seco,noche
2026-07-21T09:31:55.401480,1595600,1540,24.75,26.1,humedo,dia
2026-07-18T15:28:22.698559,12306400,1405,16.5,23.56,humedo,tarde
2026-07-18T06:35:05.945966,7246400,1072,25.35,27.12,mojado,dia
2026-07-19T22:26:16.743328,15952800,1978,13.86,39.07,seco,noche
2026-07-18T07:31:11.422227,14786400,1913,25.57,22.96,humedo,dia
2026-07-21T16:09:19.747775,7165600,1862,17.32,22.8,seco,tarde
2026-07-19T15:16:52.106882,1592800,944,16.64,24.05,mojado,tarde
2026-07-21T06:59:57.039883,9525600,1143,27.76,25.49,mojado,dia
2026-07-21T13:11:53.242414,14395600,1180,14.94,23.23,humedo,tarde
2026-07-20T07:20:36.517758,15229200,1465,24.61,23.32,humedo,dia
2026-07-21T11:35:18.529449,12715600,1172,28.54,23.75,mojado,dia
2026-07-19T08:09:49.036396,11112800,2805,24.42,26.77,seco,dia
2026-07-20T05:21:42.867254,6559200,985,13.44,41.92,mojado,noche
2026-07-21T16:04:28.196366,2515600,1863,17.02,21.9,seco,tarde
2026-07-19T06:21:39.779140,14342800,1892,26.57,23.03,humedo,dia
2026-07-18T10:29:49.521063,16126400,1121,27.09,25.32,mojado,dia
2026-07-20T15:40:47.860362,12209200,1301,16.64,23.66,humedo,tarde
2026-07-21T22:05:36.273195,16835600,1675,13.83,41.41,humedo,noche
2026-07-19T03:42:04.619492,2522800,998,13.55,41.86,mojado,noche
2026-07-20T12:41:05.756021,12939200,1653,15.1,22.0,seco,tarde
2026-07-19T17:41:59.164938,13662800,986,18.36,22.92,mojado,tarde
2026-07-20T16:40:04.021984,8069200,968,17.59,23.79,mojado,tarde
2026-07-19T17:53:25.382008,262800,1459,18.08,23.59,humedo,tarde
2026-07-20T14:38:12.225358,4409200,922,16.23,23.76,mojado,tarde
2026-07-20T00:03:07.096492,912800,1567,13.74,41.28,humedo,noche
2026-07-21T07:30:37.704278,6955600,1121,27.02,26.53,mojado,dia
2026-07-19T08:56:25.313652,11202800,1070,25.36,24.14,mojado,dia
2026-07-20T23:31:28.631632,6739200,980,13.6,41.87,mojado,noche
2026-07-18T06:06:15.385789,6216400,1539,13.84,41.66,humedo,dia
2026-07-18T17:09:07.927851,15316400,1444,17.84,23.64,humedo,tarde
2026-07-21T11:34:28.334797,7195600,1129,27.14,24.94,mojado,dia
2026-07-19T09:51:25.945747,1002800,1830,27.54,25.93,humedo,dia
2026-07-18T23:09:15.770953,7226400,1488,13.66,41.15,humedo,noche
2026-07-19T13:16:15.225624,5362800,1222,15.22,23.65,humedo,tarde
2026-07-20T07:14:52.849136,7319200,1778,24.7,21.77,humedo,dia
2026-07-19T19:19:48.684602,4992800,1990,14.04,39.26,seco,noche
2026-07-18T07:04:41.580372,2646400,1110,26.68,25.52,mojado,dia
2026-07-20T15:29:34.555370,16549200,1319,16.55,23.96,humedo,tarde
2026-07-19T22:07:49.243528,502800,2002,14.11,38.77,seco,noche
2026-07-19T13:21:45.321548,3282800,1672,15.36,22.23,seco,tarde
2026-07-19T00:06:34.340070,8746400,1532,13.72,41.04,humedo,noche
2026-07-20T08:34:50.456690,1559200,2851,24.95,25.92,seco,dia
2026-07-18T22:20:05.364832,13256400,1533,13.78,41.37,humedo,noche
2026-07-19T08:57:36.447845,14082800,1439,24.58,24.22,humedo,dia
2026-07-19T11:39:57.824294,10442800,1389,25.52,22.09,humedo,dia
2026-07-19T12:31:06.936632,9082800,1159,14.5,23.29,humedo,tarde
2026-07-20T08:27:08.704116,8349200,2832,24.76,25.82,seco,dia
2026-07-19T03:09:27.519776,14472800,2043,14.55,38.79,seco,noche
2026-07-21T06:24:56.626995,9325600,1041,24.32,25.87,mojado,dia
2026-07-18T03:47:56.657169,11006400,2010,14.17,38.54,seco,noche
2026-07-19T09:03:11.108305,13362800,2867,24.9,26.09,seco,dia
2026-07-19T01:46:18.911850,12932800,1442,13.74,41.3,humedo,noche
2026-07-21T02:36:24.624913,4345600,995,13.57,41.86,mojado,noche
2026-07-18T21:58:24.708700,16056400,1999,14.2,38.85,seco,noche
2026-07-20T19:12:35.617568,2419200,999,13.51,41.9,mojado,noche
2026-07-21T18:04:47.612220,415600,993,18.47,23.87,mojado,noche
2026-07-21T16:25:58.908441,9735600,1855,17.44,22.7,seco,tarde
2026-07-19T10:13:30.555395,15892800,2881,25.29,26.2,seco,dia
2026-07-19T18:01:53.306207,1092800,1432,18.25,23.18,humedo,noche
2026-07-21T14:32:16.103329,13815600,1746,16.27,22.12,seco,tarde
2026-07-21T10:41:34.901247,15805600,1818,29.38,25.64,humedo,dia
2026-07-19T11:18:32.791111,12612800,1224,30.51,24.64,mojado,dia
2026-07-20T13:54:05.100358,11239200,1665,15.81,22.56,seco,tarde
2026-07-19T14:25:08.245574,16792800,1748,16.2,22.51,seco,tarde
2026-07-21T17:21:18.531047,16925600,982,18.0,23.55,mojado,tarde
2026-07-18T05:50:11.435308,16646400,2009,14.2,39.22,seco,noche
2026-07-18T11:12:51.831248,16416400,1065,25.25,24.64,mojado,dia
2026-07-21T23:10:48.772341,1575600,2019,14.36,39.02,seco,noche
2026-07-20T03:27:14.362611,9049200,2014,14.24,38.64,seco,noche
2026-07-20T14:43:23.443774,16089200,932,16.29,23.71,mojado,tarde
2026-07-21T10:28:05.578824,10515600,1469,28.76,22.82,humedo,dia
2026-07-18T15:45:47.433042,11266400,1343,16.73,23.54,humedo,tarde
2026-07-18T14:15:29.113972,3696400,927,16.1,24.16,mojado,tarde
2026-07-18T13:17:03.534308,5326400,1640,15.43,22.55,seco,tarde
2026-07-20T10:20:36.622870,349200,2904,25.42,26.23,seco,dia
2026-07-20T05:44:06.857199,8199200,994,13.62,41.78,mojado,noche
2026-07-19T12:41:47.375281,5792800,1597,14.91,21.81,seco,tarde
2026-07-20T02:00:07.055034,2189200,1616,13.65,41.24,humedo,noche
2026-07-21T11:45:55.729262,15015600,1186,29.11,26.54,mojado,dia
2026-07-20T08:25:55.257810,14189200,1451,26.73,21.4,humedo,dia
2026-07-19T03:02:59.826721,14762800,2016,14.17,39.43,seco,noche
2026-07-18T19:47:39.425299,13716400,994,13.69,41.92,mojado,noche
2026-07-21T10:49:26.418789,925600,1072,25.52,26.43,mojado,dia
2026-07-20T12:16:39.399240,2099200,2318,20.03,26.23,seco,tarde
2026-07-21T07:58:56.299394,6965600,1579,26.03,23.29,humedo,dia
2026-07-21T19:51:19.467412,4135600,1445,13.64,41.49,humedo,noche
2026-07-20T18:44:49.339159,13619200,2019,14.24,39.52,seco,noche
2026-07-18T08:05:29.950280,16346400,1086,25.79,26.65,mojado,dia
2026-07-20T02:33:24.372126,889200,1996,14.12,39.25,seco,noche
2026-07-19T04:10:06.036907,10472800,1273,13.78,41.09,humedo,noche
2026-07-20T20:23:16.941434,309200,1972,13.85,37.38,seco,noche
2026-07-21T11:06:35.186432,10965600,2858,25.03,26.44,seco,dia
2026-07-19T09:07:10.209282,7002800,1083,25.44,24.54,mojado,dia
2026-07-21T15:44:49.840056,15725600,950,17.09,23.44,mojado,tarde
2026-07-18T10:31:32.652644,5996400,1141,27.91,23.88,mojado,dia
2026-07-18T21:22:21.271657,9056400,1988,14.1,39.09,seco,noche
2026-07-21T13:20:21.532815,15055600,1251,15.24,23.24,humedo,tarde
2026-07-19T14:59:25.718608,12862800,1752,16.46,22.36,seco,tarde
2026-07-18T11:03:56.320471,13836400,2856,24.92,26.07,seco,dia
2026-07-20T12:57:40.117983,8409200,1610,15.3,22.78,seco,tarde
2026-07-21T07:39:49.364711,8885600,1756,28.13,23.35,humedo,dia
2026-07-19T10:04:08.696394,6982800,2873,25.16,25.99,seco,dia
2026-07-21T15:04:29.060297,7035600,934,16.55,23.07,mojado,tarde
2026-07-21T05:38:19.735370,10155600,1993,14.06,39.6,seco,noche
2026-07-19T13:40:36.997948,2632800,1673,15.42,21.85,seco,tarde
2026-07-18T07:55:39.877260,2986400,1077,25.52,24.21,mojado,dia
2026-07-21T11:09:54.873510,15255600,1127,27.31,25.07,mojado,dia
2026-07-21T08:07:40.326790,6485600,1523,26.17,22.75,humedo,dia
2026-07-18T09:34:57.078743,10446400,1073,25.25,24.45,mojado,dia
2026-07-20T21:57:27.583056,7889200,990,13.61,41.94,mojado,noche
2026-07-21T06:54:58.794586,4075600,2799,24.5,25.7,seco,dia
2026-07-18T17:30:28.096951,5796400,994,18.23,23.25,mojado,tarde
2026-07-19T15:39:56.761412,6812800,1831,16.9,22.43,seco,tarde
2026-07-20T18:16:45.443186,5719200,2009,18.48,22.33,seco,noche
2026-07-20T18:05:47.286131,9479200,1007,18.58,23.1,mojado,noche
2026-07-21T10:53:02.892592,3015600,2973,25.98,26.45,seco,dia
2026-07-21T14:22:11.371770,5945600,1273,16.03,23.45,humedo,tarde
2026-07-20T07:56:57.540419,10609200,1036,24.33,25.04,mojado,dia
2026-07-20T00:50:02.456018,14909200,1998,14.17,39.2,seco,noche
2026-07-21T11:46:50.508595,10035600,1120,27.31,26.57,mojado,dia
2026-07-20T19:11:00.816052,3659200,2013,14.17,39.42,seco,noche
2026-07-20T05:33:06.495104,14029200,993,13.63,41.83,mojado,noche
2026-07-21T04:03:50.451204,7275600,995,13.61,41.83,mojado,noche
2026-07-21T23:41:09.628054,7365600,977,13.52,41.95,mojado,noche
2026-07-20T11:29:23.071710,4179200,3018,26.48,25.66,seco,dia
2026-07-20T01:25:32.789456,6089200,1652,13.8,41.47,humedo,noche
2026-07-20T00:06:58.314445,8902800,986,13.53,41.96,mojado,noche
2026-07-18T11:40:41.562412,2746400,1522,28.28,22.95,humedo,dia
2026-07-21T02:32:11.740213,10455600,1679,13.65,41.24,humedo,noche
2026-07-20T01:00:07.749446,10599200,1990,14.0,39.01,seco,noche
2026-07-21T23:01:09.267344,7285600,2029,14.35,37.95,seco,noche
2026-07-19T01:48:45.559539,5832800,1974,13.92,38.84,seco,noche
2026-07-20T00:48:37.798517,3079200,1994,13.94,38.28,seco,noche
2026-07-21T18:54:03.821151,12105600,1483,18.22,23.82,humedo,noche
2026-07-19T06:59:11.362157,10322800,2801,24.45,26.34,seco,dia
2026-07-18T15:05:19.987830,7426400,1296,16.22,23.5,humedo,tarde
2026-07-19T06:57:10.361707,15612800,1105,26.57,24.67,mojado,dia
2026-07-21T08:45:51.532213,1255600,1059,24.79,23.63,mojado,dia
2026-07-20T00:10:19.318488,7182800,1971,13.88,38.49,seco,noche
2026-07-20T13:50:06.240681,2179200,917,15.82,23.82,mojado,tarde
2026-07-20T18:26:47.755516,15279200,2024,18.4,22.44,seco,noche
2026-07-20T00:41:39.619572,3599200,1457,13.65,41.43,humedo,noche
2026-07-20T16:50:20.063636,2309200,1389,17.64,23.6,humedo,tarde
2026-07-20T09:05:20.676099,11799200,2877,25.1,25.89,seco,dia
2026-07-19T17:50:29.621501,15752800,1477,18.36,23.4,humedo,tarde
2026-07-21T07:23:01.588169,7945600,2809,24.51,26.08,seco,dia
2026-07-19T13:10:07.842164,2632800,1226,14.99,23.18,humedo,tarde
2026-07-20T17:58:04.185687,14559200,1543,18.35,23.57,humedo,tarde
2026-07-20T18:04:49.985946,6049200,1471,18.16,23.67,humedo,noche
2026-07-21T15:59:06.574726,5665600,957,17.14,23.73,mojado,tarde
2026-07-21T00:04:52.433041,6769200,986,13.51,41.97,mojado,noche
2026-07-19T02:05:43.665909,4922800,1539,13.83,41.27,humedo,noche
2026-07-20T14:55:25.944410,10559200,935,16.3,23.47,mojado,tarde
2026-07-21T16:20:04.603335,15715600,965,17.32,23.14,mojado,tarde
2026-07-21T10:34:56.869908,5195600,1097,26.06,26.12,mojado,dia
2026-07-21T11:52:18.163184,8185600,1112,26.85,24.9,mojado,dia
2026-07-20T22:55:30.080214,9969200,2002,14.14,39.19,seco,noche
2026-07-19T02:34:26.814689,6872800,1477,13.53,41.29,humedo,noche
2026-07-19T03:39:08.490642,10852800,1688,13.66,41.31,humedo,noche
2026-07-18T19:53:06.807756,6456400,1627,13.87,41.48,humedo,noche
2026-07-19T22:18:06.396160,7452800,982,13.57,41.97,mojado,noche
2026-07-18T18:47:31.656373,4996400,2015,14.26,38.99,seco,noche
2026-07-21T15:11:48.764642,1695600,1798,16.65,22.26,seco,tarde
2026-07-19T09:32:51.110135,7172800,1564,26.83,24.21,humedo,dia
2026-07-19T17:35:13.758265,9482800,991,18.27,23.4,mojado,tarde
2026-07-19T14:13:26.795941,8682800,1758,16.15,21.91,seco,tarde
2026-07-19T01:11:00.053674,14522800,1641,13.7,41.22,humedo,noche
2026-07-21T13:41:22.781720,10865600,1204,15.3,23.66,humedo,tarde
2026-07-20T07:30:13.509735,9659200,2849,24.79,26.41,seco,dia
2026-07-19T08:51:15.578385,14172800,2865,25.01,26.28,seco,dia
2026-07-20T09:00:22.079311,11599200,1104,26.53,25.44,mojado,dia
2026-07-20T08:39:06.550237,14709200,1102,26.4,21.33,mojado,dia
2026-07-20T12:18:36.727377,16419200,2324,20.08,26.3,seco,tarde
2026-07-20T13:07:53.741204,1689200,1537,14.81,22.37,seco,tarde
2026-07-19T21:47:44.688475,5202800,1671,13.63,41.22,humedo,noche
2026-07-18T18:00:45.077239,11236400,2013,18.7,22.48,seco,noche
2026-07-20T07:58:21.359831,14579200,2809,24.54,25.63,seco,dia
2026-07-21T12:08:58.367697,14225600,950,21.18,25.9,mojado,tarde
2026-07-21T06:58:53.936447,4915600,1047,24.66,24.56,mojado,dia
2026-07-20T14:54:39.135164,7249200,1330,16.27,23.28,humedo,tarde
2026-07-21T06:30:38.626589,10845600,1260,27.15,24.49,humedo,dia
2026-07-18T13:30:49.150902,3556400,910,15.57,23.49,mojado,tarde
2026-07-21T06:30:59.518929,8585600,1305,13.87,41.42,humedo,dia
2026-07-19T14:28:32.580072,9312800,1719,16.06,21.87,seco,tarde
2026-07-18T13:50:57.849699,13386400,1684,15.77,22.15,seco,tarde
2026-07-19T09:09:10.903903,16382800,2894,25.25,26.22,seco,dia
2026-07-21T22:14:37.050293,2965600,1983,13.91,37.97,seco,noche
2026-07-21T15:17:20.780861,16515600,1312,16.8,23.28,humedo,tarde
2026-07-18T18:01:37.999971,6476400,992,18.36,23.54,mojado,noche
2026-07-19T13:05:39.555505,9272800,1170,14.87,23.55,humedo,tarde
2026-07-20T12:14:35.897746,1539200,967,22.02,23.28,mojado,tarde
2026-07-18T11:24:36.699747,4196400,1129,27.3,24.33,mojado,dia
2026-07-18T17:51:45.393067,1056400,1475,18.25,24.05,humedo,tarde
2026-07-18T10:38:06.310302,8086400,1035,24.26,24.82,mojado,dia
2026-07-19T17:32:28.540441,12752800,1946,18.03,22.41,seco,tarde
2026-07-18T07:09:59.688755,8146400,1019,23.66,22.9,mojado,dia
2026-07-19T04:10:34.204654,552800,1405,13.62,41.4,humedo,noche
2026-07-18T17:39:47.618144,826400,991,18.27,23.3,mojado,tarde
2026-07-19T08:57:02.827156,16572800,2918,25.35,25.85,seco,dia
2026-07-19T17:20:48.712553,14022800,986,18.12,24.16,mojado,tarde
2026-07-19T09:00:07.900029,4292800,1984,29.74,22.5,humedo,dia
2026-07-20T05:42:20.304547,10319200,2009,14.15,39.98,seco,noche
2026-07-18T16:57:27.201078,12026400,1380,17.5,23.23,humedo,tarde
2026-07-20T12:45:24.399209,9449200,895,14.95,23.95,mojado,tarde
2026-07-21T11:44:32.096861,10325600,1864,29.1,20.7,humedo,dia
2026-07-18T11:28:46.092537,3216400,1917,29.28,22.19,humedo,dia
2026-07-19T15:12:29.498714,2232800,1318,16.58,24.0,humedo,tarde
2026-07-21T00:59:50.143579,10459200,1996,14.21,38.75,seco,noche
2026-07-21T19:12:22.421184,1975600,995,13.58,41.98,mojado,noche
2026-07-21T18:44:01.480760,1405600,2077,18.74,22.94,seco,noche
2026-07-21T17:46:37.026787,9675600,1426,18.1,23.75,humedo,tarde
2026-07-18T12:32:00.059106,8156400,988,22.68,24.59,mojado,tarde
2026-07-19T12:40:43.472363,16022800,2344,20.34,26.2,seco,tarde
2026-07-21T03:14:34.081314,7315600,1979,13.92,38.69,seco,noche
2026-07-20T09:36:03.807852,9009200,1868,27.32,23.53,humedo,dia
2026-07-21T17:38:52.699333,9495600,987,18.32,23.29,mojado,tarde
2026-07-18T12:11:46.408524,8566400,2376,20.68,26.32,seco,tarde
2026-07-19T11:18:42.736027,10642800,2948,25.6,26.09,seco,dia
2026-07-18T10:54:00.474135,15516400,1753,26.32,24.8,humedo,dia
2026-07-19T18:27:06.001938,10702800,1000,18.44,23.26,mojado,noche
2026-07-20T22:49:34.764894,11169200,978,13.52,41.84,mojado,noche
2026-07-21T06:48:52.654949,3805600,1395,24.71,27.05,humedo,dia
2026-07-21T03:10:09.013418,10815600,989,13.56,41.83,mojado,noche
2026-07-20T17:44:58.522803,14619200,995,18.37,23.21,mojado,tarde
2026-07-21T16:42:38.153699,15945600,1400,17.61,23.55,humedo,tarde
2026-07-18T18:15:10.229936,7516400,1433,18.28,23.24,humedo,noche
